CustomerID,Name,Birthyear,Education,Marital_Status,Income,Kid_Younger6,Children_6to18,Date_Adherence,Recency,MntMeat&Fish,MntEntries,MntVegan&Vegetarian,MntDrinks,MntDesserts,MntAdditionalRequests,NumOfferPurchases,NumAppPurchases,NumTakeAwayPurchases,NumStorePurchases,NumAppVisitsMonth,Response_Cmp2,Response_Cmp3,Response_Cmp4,Response_Cmp5,Response_Cmp1,Complain,CostContact,Revenue
6342,Mr. Justin Springer,1962,Master,Married,32729,0,1,2022-03-19 00:00:00,2,90,60,180,60,40,2,2,3,2,3,4,0,0,0,0,0,0,3,16
6348,Mr. Ryan Lawrence,1986,Graduation,Married,55008,1,0,2021-04-09 00:00:00,46,160,80,270,200,60,6,1,4,1,3,8,0,0,0,0,0,0,3,16
6351,Mr. David Payne,1972,PhD,Single,39442,1,1,2021-10-13 00:00:00,2,270,0,45,20,20,2,3,3,1,4,4,0,0,0,0,0,0,3,16
6354,Mr. Dylan Mackenzie,1975,Graduation,Married,85004,0,1,2021-08-20 00:00:00,24,2900,1180,2655,1180,100,29,7,6,7,8,3,0,0,0,0,0,1,3,16
6363,Miss Lisa Fraser,1959,Master,Together,118496,0,0,2022-04-23 00:00:00,28,7560,280,8400,560,840,28,1,6,6,12,1,0,0,0,0,0,0,3,16
6366,Mrs. Jennifer Turner,1950,PhD,Married,122340,0,0,2020-11-16 00:00:00,68,13710,1020,14355,2060,2060,51,0,6,5,12,2,0,0,1,0,0,0,3,16
6369,Miss Wanda Newman,1959,Graduation,Together,52362,0,0,2021-03-20 00:00:00,36,210,20,135,100,60,5,1,3,1,3,6,0,0,0,0,0,0,3,16
6375,Mr. Evan Welch,1969,Graduation,Married,76904,0,1,2020-10-10 00:00:00,82,10720,240,1620,240,0,156,9,5,5,11,9,1,0,0,0,0,0,3,16
6381,Mr. Nicholas Roberts,1954,Graduation,Married,72278,0,1,2020-09-24 00:00:00,73,6350,500,6855,1000,2020,28,5,8,5,9,9,1,0,0,0,0,0,3,16
6387,Mr. Jacob Dyer,1987,Graduation,Single,43530,1,0,2020-08-04 00:00:00,77,260,360,435,160,180,4,3,5,1,3,9,0,0,0,0,0,0,3,16
6390,Mr. Phil Smith,1991,Graduation,Together,48431,1,0,2021-09-03 00:00:00,20,130,260,390,0,220,4,1,4,1,3,8,0,0,0,0,0,0,3,16
6396,Mrs. Diane Jackson,1974,PhD,Married,50184,1,0,2022-04-15 00:00:00,92,70,0,135,0,20,1,1,3,1,2,7,0,0,0,0,0,0,3,16
6399,Miss Natalie Robertson,1969,Master,Together,85334,0,1,2021-06-23 00:00:00,59,7630,180,2280,560,0,66,3,10,6,11,7,0,1,0,0,0,0,3,16
6408,Miss Deirdre Vance,1953,Graduation,Together,86852,0,0,2022-02-21 00:00:00,98,3890,420,1515,100,320,26,1,11,3,6,6,0,0,0,0,0,0,3,16
6411,Miss Melanie Mitchell,1973,Master,Together,87097,1,1,2021-04-29 00:00:00,85,1350,0,150,0,80,36,2,5,2,4,5,0,0,0,0,0,0,3,16
6417,Mr. Ryan Duncan,1979,Graduation,Divorced,57389,1,1,2022-05-20 00:00:00,27,260,20,255,0,20,0,1,3,2,3,4,0,0,0,0,0,0,3,16
6426,Mr. Alexander Walsh,1981,Graduation,Together,39631,1,0,2021-09-26 00:00:00,6,10,180,75,0,120,5,2,4,1,3,6,0,0,0,0,0,0,3,16
6432,Miss Megan Harris,1968,,single,140332,0,2,2022-01-02 00:00:00,2,522,0,386,48,4872,293,0,28,0,1,1,0,0,0,1,0,0,3,16
6450,Mr. Anthony White,1973,PhD,Widow,91352,0,1,2021-06-14 00:00:00,3,5410,140,2505,600,140,7,2,12,4,8,6,0,0,0,0,0,0,3,16
6453,Mrs. Lisa Oliver,1968,Graduation,Married,45154,0,2,2020-11-03 00:00:00,59,50,0,45,0,40,1,1,2,1,3,5,0,0,0,0,0,0,3,16
6459,Mr. Gavin Peters,1963,PhD,Single,68801,1,1,2022-03-23 00:00:00,36,480,0,210,0,0,6,2,4,1,3,6,0,0,0,0,0,0,3,16
6462,Mr. Dylan Harris,1948,Master,Married,134079,0,0,2021-06-20 00:00:00,50,5230,2460,9930,2460,2140,123,1,9,12,5,2,0,0,0,0,0,0,3,16
6465,Mrs. Ruth Butler,1945,Graduation,Widow,137559,0,0,2022-02-13 00:00:00,16,13020,1360,10965,1360,2280,45,0,8,8,12,2,0,1,1,1,0,0,3,16
6471,Mr. Stewart Vaughan,1963,HighSchool,Single,93864,0,0,2021-12-21 00:00:00,42,1760,576,12270,0,642,112,1,9,7,11,4,0,0,0,0,0,0,3,16
6480,Miss Joanne Coleman,1959,Master,Single,73739,0,1,2021-04-01 00:00:00,4,1710,200,1005,140,40,39,3,7,3,4,8,0,0,0,0,0,0,3,16
6483,Mr. Owen McLean,1959,Graduation,Married,92352,0,1,2020-10-29 00:00:00,73,10320,260,3015,1060,520,93,4,9,4,10,9,0,1,0,0,1,0,3,16
6498,Mrs. Jessica Lyman,1966,Graduation,Divorced,63392,1,1,2021-05-17 00:00:00,25,420,20,300,0,0,13,2,4,1,3,8,0,0,0,0,0,0,3,16
6501,Miss Angela Taylor,1994,Graduation,Together,48809,0,0,2022-06-12 00:00:00,29,100,60,45,0,0,0,1,2,1,3,3,0,0,0,0,0,0,3,16
6504,Mr. Ryan Graham,1978,Master,Married,77455,0,1,2022-02-23 00:00:00,72,1580,60,270,20,60,48,1,6,2,4,5,0,0,0,0,0,0,3,16
6513,Miss Grace Young,1967,Graduation,Together,82700,1,1,2020-10-28 00:00:00,51,2300,960,3210,200,640,75,8,11,2,7,9,0,0,0,0,0,0,3,16
6519,Mr. Austin Tucker,1976,PhD,Single,67591,0,1,2020-10-09 00:00:00,80,3700,80,915,0,0,8,5,10,2,6,9,0,0,0,0,0,0,3,16
6531,Mrs. Penelope Murray,1986,Basic,Married,37270,1,0,2022-04-17 00:00:00,82,70,400,90,60,400,14,2,4,2,3,5,0,0,0,0,0,0,3,16
6534,Miss Caroline Hart,1963,Graduation,Single,84164,0,1,2022-05-29 00:00:00,58,2540,1280,1785,100,2040,183,4,7,3,10,5,0,0,0,0,0,0,3,16
6540,Miss Samantha Hardacre,1951,Graduation,Together,125421,0,0,2022-02-11 00:00:00,97,8150,2760,4830,1840,3380,46,1,5,10,11,1,0,1,1,0,0,0,3,16
6543,Mrs. Alexandra Wright,1977,PhD,Married,60154,1,0,2021-04-23 00:00:00,65,70,40,90,20,0,3,1,3,1,2,7,0,0,0,0,0,0,3,16
6546,Mrs. Yvonne Slater,1956,Basic,Married,20809,0,0,2021-03-01 00:00:00,40,20,140,165,240,240,27,1,4,1,4,6,0,0,0,0,0,0,3,16
6549,Mr. Cameron Ince,1980,Master,Married,84060,0,1,2022-04-30 00:00:00,98,1830,40,450,0,80,15,1,6,2,5,5,0,0,0,0,0,0,3,16
6552,Mrs. Alison Henderson,1971,PhD,Married,60189,0,1,2021-10-22 00:00:00,52,730,0,225,0,0,0,2,5,1,3,8,0,0,0,0,0,0,3,16
6555,Mr. Cameron Butler,1979,Graduation,Together,2877,1,0,2021-12-22 00:00:00,86,1,4,12,0,10,349,0,0,0,0,13,0,0,0,0,0,0,3,16
6564,Miss Wendy Gill,1992,Graduation,Together,43299,1,0,2020-10-23 00:00:00,43,140,40,315,40,0,5,1,3,1,3,8,0,0,0,0,0,0,3,16
6567,Miss Sonia Wilkins,1959,Graduation,Together,93245,0,1,2021-06-04 00:00:00,27,4300,80,720,80,0,24,1,10,2,7,6,0,0,0,0,0,0,3,16
6573,Mr. Julian Terry,1980,Basic,Married,22055,1,0,2021-01-30 00:00:00,93,40,160,165,280,240,26,2,4,2,2,9,0,0,0,0,0,0,3,16
6576,Mrs. Emily Hudson,1977,Graduation,Married,43746,1,0,2021-02-17 00:00:00,69,290,200,855,300,60,59,2,5,2,3,8,1,0,0,0,0,0,3,16
6579,Mr. Charles Murray,1977,HighSchool,Single,112112,0,1,2021-01-06 00:00:00,2,983,152,276,276,276,3,0,1,0,0,1,0,0,1,0,0,0,3,16
6588,Mrs. Emily Hardacre,1961,Graduation,Married,85036,0,0,2022-03-04 00:00:00,70,10460,0,315,0,0,129,1,4,3,12,7,0,1,1,0,1,0,3,16
6591,Mr. Joshua Jackson,1974,Graduation,Married,126296,0,0,2021-04-20 00:00:00,73,3990,546,11340,546,798,126,1,7,8,10,2,0,0,0,0,0,0,3,16
6597,Mr. Justin Cornish,1979,Graduation,married,127587,1,0,2021-09-30 00:00:00,73,6300,3200,3945,220,1600,45,1,6,6,8,5,0,1,0,1,0,0,3,16
6600,Mr. Lucas Berry,1971,Graduation,Married,94832,0,0,2021-05-05 00:00:00,40,8540,1400,5670,1120,1120,154,2,12,9,13,6,1,0,0,0,0,0,3,16
6609,Mrs. Madeleine James,1961,GRADUATION,Married,108942,0,1,2020-10-21 00:00:00,22,7650,532,3240,,464,40,4,13,10,5,6,0,1,0,1,0,0,3,16
6615,Mr. Brandon Thomson,1980,Basic,Single,29378,1,0,2021-11-30 00:00:00,78,10,280,150,0,220,16,4,6,1,3,7,0,0,0,0,0,0,3,16
6621,Mr. Austin Bell,1981,Graduation,Together,44137,0,0,2021-07-09 00:00:00,19,20,120,420,200,80,16,1,4,1,3,7,0,0,0,0,0,0,3,16
6627,Mr. Evan Cameron,1980,Graduation,Married,30005,1,0,2022-06-17 00:00:00,58,110,40,240,80,20,4,2,4,1,4,4,0,0,0,0,0,0,3,16
6633,Mr. Brandon Hardacre,1991,Graduation,Married,69289,0,0,2020-09-06 00:00:00,89,3920,2280,4440,2480,560,143,6,8,7,12,6,0,0,0,0,0,0,3,16
6642,Miss Faith Campbell,1964,PhD,Single,45186,1,1,2020-11-23 00:00:00,74,240,0,225,0,0,5,2,3,1,3,8,0,0,0,0,0,0,3,16
6645,Miss Amelia Black,1994,Graduation,Single,116657,0,0,2021-05-04 00:00:00,49,6930,2040,4815,1020,2300,38,1,11,5,6,5,0,0,0,0,0,0,3,16
6654,Mrs. Ava Taylor,1975,Graduation,Married,45222,1,1,2021-07-17 00:00:00,33,110,0,105,40,20,6,2,3,1,3,5,0,0,0,0,0,0,3,16
6657,Miss Virginia Anderson,1983,Graduation,Single,39958,1,0,2022-03-07 00:00:00,84,60,100,255,40,480,46,2,4,3,2,7,0,0,0,0,0,0,3,16
6666,Mrs. Maria James,1964,Master,Married,158660,0,1,2021-11-16 00:00:00,64,128,2,21,4,2,1,0,1,0,0,1,0,0,0,0,0,0,3,16
6678,Mrs. Kylie Sutherland,1945,Master,Divorced,110623,0,0,2022-04-30 00:00:00,23,5820,3320,8985,432,1980,83,1,6,12,10,1,0,0,1,0,0,0,3,16
6681,Miss Dorothy Graham,1979,HIGHSCHOOL,Single,29774,0,0,2020-12-28 00:00:00,78,180,240,210,180,200,7,1,3,1,4,8,0,0,0,0,0,0,3,16
6684,Mrs. Sophie Vaughan,1975,Graduation,Married,84911,0,1,2020-10-29 00:00:00,68,3350,1280,2700,500,760,32,7,6,6,10,4,0,0,0,0,0,0,3,16
6687,Mrs. Ruth King,1983,PhD,Married,52121,1,0,2021-11-10 00:00:00,71,160,120,360,20,120,7,2,5,1,3,7,0,0,0,0,0,0,3,16
6690,Mrs. Kimberly Wilkins,1978,Master,Married,47038,1,0,2021-05-17 00:00:00,56,180,0,270,20,0,12,1,3,2,2,7,1,0,0,0,0,0,3,16
6693,Miss Andrea Brown,1989,Graduation,Together,97880,1,0,2022-02-01 00:00:00,23,800,1880,885,260,2020,94,2,5,4,7,2,0,0,0,0,0,0,3,16
6696,Miss Leah Hudson,1967,PhD,Together,118310,0,0,2022-06-15 00:00:00,92,8130,300,9660,600,600,30,1,7,11,8,2,0,0,0,0,0,0,3,16
6699,Miss Amelia Hemmings,1969,PhD,Single,82603,0,1,2021-04-09 00:00:00,11,2010,1060,2580,1780,1540,83,3,7,5,9,4,0,0,0,0,0,0,3,16
6705,Miss Audrey Mitchell,1964,Master,Single,93875,0,1,2021-04-02 00:00:00,39,1870,100,975,400,400,14,2,6,3,6,5,0,0,0,0,0,0,3,16
6708,Mr. Andrew Simpson,1945,Master,Widow,118056,0,0,2021-03-10 00:00:00,19,3460,2760,1506,3800,1020,225,1,8,3,8,3,0,0,0,0,0,0,3,16
6717,Mr. Brian Carr,1985,HighSchool,Single,60147,1,0,2022-05-20 00:00:00,31,140,180,390,180,100,42,1,4,2,2,5,1,0,0,0,0,0,3,16
6720,Mrs. Andrea Dowd,1966,PhD,Married,91524,0,2,2021-03-14 00:00:00,59,7550,160,735,320,0,24,2,12,3,10,7,0,0,0,0,0,0,3,16
6723,Mr. John Bell,1974,HighSchool,Together,37635,1,0,2020-12-28 00:00:00,56,390,1180,690,700,780,44,4,6,2,5,8,0,0,0,0,0,0,3,16
6726,Miss Jan Scott,1991,Graduation,Together,116181,0,0,2020-08-04 00:00:00,97,9000,420,10050,1900,760,153,1,9,11,12,3,0,0,0,0,0,0,3,16
6732,Mrs. Irene Parsons,1978,Master,Married,59112,0,1,2020-11-11 00:00:00,96,3170,60,870,60,60,7,6,7,2,8,6,0,0,0,0,0,0,3,16
6738,Miss Irene Newman,1983,Graduation,Together,4538,1,0,2020-10-10 00:00:00,90,12,4,21,8,6,337,0,29,0,0,1,0,0,0,0,0,0,3,16
6744,Mrs. Faith Underwood,1973,HighSchool,Married,98338,0,1,2020-10-02 00:00:00,14,5730,1660,5655,586,1380,69,3,10,10,4,4,0,0,0,0,0,0,3,16
6750,Mr. James Knox,1948,Master,Widow,30829,0,0,2021-12-01 00:00:00,39,270,60,315,40,0,1,1,4,1,3,8,0,0,0,0,0,0,3,16
6753,Miss Elizabeth Brown,1959,Graduation,Single,103393,0,1,2020-11-29 00:00:00,86,4100,1360,8040,0,2500,57,4,6,4,10,8,0,0,0,0,0,0,3,16
6759,Miss Theresa Lyman,1966,Graduation,Together,60650,1,1,2021-10-29 00:00:00,89,350,60,150,100,60,15,3,4,1,4,5,0,0,0,0,0,0,3,16
6765,Miss Olivia Morgan,1959,Graduation,Single,87080,0,1,2022-06-12 00:00:00,70,2430,420,1950,520,260,8,4,6,3,9,3,0,0,0,0,0,0,3,16
6768,Mrs. Lily Grant,1956,Graduation,Married,62816,0,1,2021-12-09 00:00:00,91,320,0,180,200,80,9,2,4,1,4,4,0,0,0,0,0,0,3,16
6777,Mr. David Slater,1961,Basic,Divorced,16246,0,1,2022-03-13 00:00:00,40,30,140,75,160,140,23,3,4,3,2,5,0,0,0,0,0,0,3,16
6783,Mrs. Bella Walker,1945,Graduation,Married,11205,0,0,2020-12-08 00:00:00,56,30,40,15,0,0,2,1,2,1,3,5,0,0,0,0,0,0,3,16
6786,Mr. Alexander Rampling,1966,Graduation,Married,57170,1,1,2022-06-26 00:00:00,31,320,100,255,140,80,1,3,4,1,4,4,0,0,0,0,0,0,3,16
6789,Miss Audrey Lyman,1961,Master,Single,80038,0,1,2022-03-27 00:00:00,43,4370,100,1035,200,200,63,5,11,4,5,6,0,0,0,0,0,0,3,16
6792,Mrs. Olivia Rees,1971,Graduation,Widow,62800,1,1,2021-10-22 00:00:00,54,470,0,210,20,0,3,2,4,1,3,7,0,0,0,0,0,0,3,16
6801,Miss Deirdre MacDonald,1984,Master,Single,132807,0,0,2022-06-06 00:00:00,60,9030,0,6195,2740,1520,45,1,5,7,4,1,0,0,1,0,0,0,3,16
6804,Mr. Joe Anderson,1981,Master,Married,44821,1,0,2021-06-28 00:00:00,6,90,20,75,60,100,7,1,3,1,3,7,0,0,0,0,0,0,3,16
6807,Mr. Tim Duncan,1979,HighSchool,Married,18774,2,0,2020-09-26 00:00:00,41,50,100,195,300,40,14,1,3,1,3,9,0,0,0,0,0,0,3,16
6810,Mr. William Baker,1989,Graduation,Married,73072,1,0,2021-09-18 00:00:00,33,640,60,1095,20,140,22,2,6,2,3,7,0,0,0,0,0,1,3,16
6813,Mr. Christopher Young,1958,Graduation,Together,94302,1,1,2021-10-16 00:00:00,41,1980,40,870,40,40,21,3,6,3,5,3,0,0,0,0,0,0,3,16
6816,Mr. Max Sharp,1966,Graduation,Married,56389,2,1,2021-09-10 00:00:00,42,350,60,180,20,20,13,2,3,1,4,4,0,0,0,0,0,0,3,16
6819,Mrs. Lillian Harris,1976,Graduation,Married,105704,0,1,2021-02-15 00:00:00,4,5310,1380,4500,2300,2760,150,3,7,5,8,2,0,0,0,0,0,0,3,16
6825,Mr. Adrian Churchill,1973,Graduation,Divorced,49661,0,1,2022-03-29 00:00:00,89,210,140,465,100,160,9,2,4,2,3,6,0,0,0,0,0,0,3,16
6840,Mrs. Gabrielle Langdon,1954,Graduation,Married,87404,0,1,2020-10-21 00:00:00,74,4570,80,435,0,0,9,1,10,2,7,7,0,1,0,0,0,0,3,16
6843,Mr. Christian Bower,1958,Graduation,Single,88850,0,0,2020-10-21 00:00:00,17,6210,300,1860,140,140,69,1,11,3,10,7,0,0,0,0,0,0,3,16
6849,Mr. Phil Payne,1970,PhD,Married,33080,1,1,2020-11-04 00:00:00,38,270,0,150,0,0,4,4,4,1,4,5,0,0,0,0,0,0,3,16
6855,Mrs. Karen Sutherland,1962,Graduation,Married,80101,0,1,2021-12-19 00:00:00,89,1750,40,795,140,300,48,2,8,2,4,7,0,0,0,0,0,0,3,16
6861,Miss Karen Vaughan,1985,Graduation,Single,17116,0,0,2020-11-13 00:00:00,22,10,0,75,40,60,4,1,3,1,2,7,0,0,0,0,0,0,3,16
6867,Mrs. Madeleine Baker,1955,Master,Married,30655,1,1,2021-10-23 00:00:00,39,470,0,75,0,20,4,4,4,1,4,7,0,0,0,0,0,0,3,16
6873,Miss Ella Grant,1975,Graduation,Together,41742,1,0,2021-06-06 00:00:00,45,70,20,345,200,360,9,3,5,1,3,8,0,0,0,0,0,0,3,16
6879,Mr. Cameron Knox,1983,Master,Married,51334,1,0,2021-12-18 00:00:00,38,150,380,675,0,780,24,2,5,2,3,8,0,0,0,0,0,0,3,16
6885,Miss Julia Abraham,1981,Graduation,Single,40644,1,0,2022-05-08 00:00:00,89,50,60,180,60,60,7,2,4,1,3,4,0,0,0,0,0,0,3,16
6888,Mr. Richard Miller,1958,Graduation,Single,72311,1,1,2020-09-12 00:00:00,23,4420,220,1695,340,220,233,9,10,7,4,7,1,0,0,0,0,0,3,16
6900,Mr. Evan Peake,1981,HighSchool,Married,65287,1,0,2022-06-02 00:00:00,34,90,180,255,220,20,23,1,4,1,3,4,0,0,0,0,0,0,3,16
6903,Mr. Anthony Bower,1995,HighSchool,Together,126669,0,0,2021-11-09 00:00:00,57,3560,760,9360,500,432,140,1,8,6,8,3,0,1,1,1,0,0,3,16
6909,Mrs. Karen North,1988,HighSchool,Married,15968,2,0,2021-11-28 00:00:00,13,120,300,330,20,60,14,4,5,1,4,8,0,0,0,0,0,0,3,16
6912,Mr. Owen Smith,1943,PhD,Divorced,108282,0,0,2022-03-06 00:00:00,,7430,1020,6720,240,760,12,1,7,10,5,2,0,0,0,0,0,0,3,16
6915,Mr. Colin Lee,1976,Master,Together,71104,2,0,2021-10-02 00:00:00,99,4210,100,1440,200,100,26,5,8,3,9,5,0,0,0,0,0,0,3,16
6924,Miss Madeleine Coleman,1976,Master,Together,68481,0,2,2021-06-07 00:00:00,37,1700,120,1455,360,240,88,3,8,2,5,6,0,0,0,0,0,0,3,16
6930,Mr. Oliver Greene,1967,Graduation,Married,90785,0,1,2021-10-18 00:00:00,30,3910,760,1215,420,200,43,2,10,4,6,6,0,1,0,0,0,0,3,16
6933,Mr. Christian Ellison,1980,HighSchool,Single,39250,1,0,2022-02-07 00:00:00,80,30,0,45,80,120,4,1,2,1,3,6,0,0,0,0,0,0,3,16
6936,Miss Chloe Miller,1972,Graduation,Together,76987,0,1,2022-01-02 00:00:00,81,3420,80,960,160,240,77,4,9,3,6,5,0,0,0,0,0,0,3,16
6942,Mr. Trevor Davidson,1955,Graduation,Single,73570,1,1,2021-03-18 00:00:00,63,1020,0,195,40,40,13,4,5,2,3,8,0,0,0,0,0,0,3,16
6945,Mr. Victor Oliver,1946,Graduation,Divorced,96350,0,0,2020-09-15 00:00:00,17,3240,1440,3240,2000,140,36,1,5,4,4,2,0,0,0,0,0,0,3,16
6948,Miss Deirdre Miller,1986,Master,Single,124087,1,0,2020-08-09 00:00:00,61,12050,1480,7230,1100,740,30,1,6,9,6,6,0,0,1,0,0,0,3,16
6951,Mrs. Deirdre Hill,1967,PhD,Married,71755,2,2,2020-12-15 00:00:00,53,920,0,840,20,20,10,4,5,2,4,8,0,0,0,0,0,0,3,16
6954,Mr. Jacob Mackay,1948,PhD,Divorced,66106,1,1,2021-10-17 00:00:00,74,1440,40,1485,100,40,30,5,8,2,4,8,0,0,0,0,0,0,3,16
6957,Mr. Oliver Duncan,1971,,married,44140,1,0,2022-05-22 00:00:00,30,50,60,165,180,100,9,1,4,1,3,6,0,0,0,0,0,0,3,16
6963,Mr. Michael May,1990,HighSchool,Married,43093,0,0,2021-05-07 00:00:00,17,180,660,540,540,720,110,2,6,2,3,8,0,0,0,0,0,0,3,16
6969,Miss Amelia Mackenzie,1989,Graduation,Single,105693,0,0,2022-02-13 00:00:00,19,4480,1220,5490,2020,600,173,1,11,11,6,6,0,0,0,0,0,0,3,16
6972,Mrs. Lily Forsyth,1954,HighSchool,Divorced,21656,0,0,2022-05-11 00:00:00,83,60,20,120,140,0,4,1,3,1,3,3,0,0,0,0,0,0,3,16
6975,Mr. Kevin Nolan,1984,Graduation,Single,48403,0,0,2020-12-13 00:00:00,24,1390,1660,975,1740,1220,28,3,6,6,6,6,0,0,0,0,0,0,3,16
6978,Mr. Matt Allan,1977,Basic,Married,32965,1,0,2021-09-29 00:00:00,70,0,140,30,60,220,8,1,3,1,3,7,0,0,0,0,0,0,3,16
6981,Mr. Ryan Ferguson,1990,Graduation,Divorced,77017,1,0,2022-02-19 00:00:00,86,1170,240,1440,600,900,45,2,5,4,6,3,0,0,0,0,0,0,3,16
6987,Mr. Cameron Grant,1978,Graduation,Single,33157,1,1,2021-04-19 00:00:00,29,120,220,150,100,160,2,4,3,2,4,5,0,0,0,0,0,0,3,16
6999,Mrs. Amelia Lee,1975,HighSchool,Married,118335,0,0,2021-07-31 00:00:00,22,2300,3640,8010,2180,3140,145,1,5,6,10,1,0,0,0,0,0,0,3,16
7002,Mr. Owen Scott,1968,Graduation,Widow,66319,1,2,2022-02-24 00:00:00,12,310,0,150,60,40,11,3,4,1,4,5,0,0,0,0,0,0,3,16
7011,Mrs. Vanessa Newman,1953,PhD,Married,58991,1,1,2022-06-23 00:00:00,29,410,0,105,80,20,2,3,4,1,4,4,0,0,0,0,0,0,3,16
7017,Miss Rebecca Slater,1965,Graduation,Together,132164,0,0,2021-09-03 00:00:00,75,368,58,213,58,46,8,0,1,0,1,0,0,0,0,0,0,0,3,16
7020,Mr. Brian Burgess,1973,Graduation,Together,79323,0,1,2020-08-16 00:00:00,70,10120,220,1725,220,0,138,4,13,6,11,7,0,0,0,0,0,1,3,16
7029,Mr. Stephen Cameron,1951,Graduation,Married,120972,0,0,2021-09-10 00:00:00,75,13860,1620,7635,800,400,27,1,13,12,9,5,0,0,1,0,0,0,3,16
7035,Mr. John Tucker,1970,HighSchool,Divorced,16791,0,0,2021-12-16 00:00:00,16,0,0,0,80,40,6,1,3,1,2,6,0,0,0,0,0,0,3,16
7041,Mrs. Amy Kerr,1977,Graduation,Married,134418,1,1,2021-05-04 00:00:00,84,6910,2240,5070,2820,2540,65,5,5,11,8,5,1,0,0,0,0,0,3,16
7050,Mr. Simon Carr,1970,Graduation,Married,128596,0,0,2021-07-28 00:00:00,62,12590,3440,12225,1480,2960,33,1,9,12,10,4,1,0,1,1,0,0,3,16
7056,Mrs. Joanne Russell,1989,,married,46549,1,0,2021-11-24 00:00:00,2,220,140,675,0,180,1,3,4,2,4,5,0,0,0,0,0,0,3,16
7065,Mrs. Molly MacDonald,1962,Master,Married,116076,0,0,2020-08-12 00:00:00,2,6500,740,11700,408,3340,32,1,8,10,13,3,0,0,0,0,0,0,3,16
7068,Mr. Kevin Paige,1954,HighSchool,Single,76148,0,1,2022-06-06 00:00:00,61,2210,0,375,100,100,59,1,5,4,5,2,0,0,0,0,0,0,3,16
7074,Miss Caroline Kelly,1991,Graduation,Together,18769,1,0,2021-12-02 00:00:00,11,180,80,195,0,80,6,3,3,2,4,3,0,0,0,0,0,0,3,16
7083,Mr. Alan Mackenzie,1992,HighSchool,Married,22889,1,0,2021-12-20 00:00:00,90,30,200,75,220,20,23,3,5,2,2,8,0,0,0,0,0,0,3,16
7092,Miss Stephanie Carr,1976,Graduation,Single,58108,1,1,2022-01-07 00:00:00,19,120,0,75,0,0,1,1,3,1,2,6,0,0,0,0,0,0,3,16
7110,Miss Sue Graham,1989,Graduation,Single,26726,0,0,2021-01-01 00:00:00,70,120,80,285,180,120,14,1,4,1,3,8,0,0,0,0,0,0,3,16
7116,Mr. David Young,1992,Master,Single,100404,0,0,2020-12-02 00:00:00,97,11870,400,9510,1620,2440,40,1,11,9,4,5,0,0,0,0,0,0,3,16
7119,Miss Theresa Grant,1959,PhD,Together,57395,0,1,2021-07-31 00:00:00,27,910,20,375,20,20,6,1,4,2,4,6,0,0,0,0,0,0,3,16
7122,Mr. Keith MacDonald,1990,Graduation,Married,38498,1,0,2021-10-12 00:00:00,48,130,40,195,140,60,2,1,3,1,3,7,0,0,0,0,0,0,3,16
7125,Mrs. Jan Ferguson,1971,Graduation,Married,96238,0,1,2021-02-14 00:00:00,13,3490,60,585,0,0,70,2,8,2,7,5,0,1,0,0,0,0,3,16
7137,Mr. Brian Slater,1976,Graduation,Together,83747,1,0,2022-05-18 00:00:00,9,1580,220,1485,220,220,17,2,5,3,7,3,0,0,0,0,0,0,3,16
7140,Miss Sally Butler,1987,PhD,Together,50643,1,0,2022-02-06 00:00:00,93,290,0,150,0,0,1,1,3,1,3,6,0,0,0,0,0,0,3,16
7146,Mr. Piers Clarkson,1980,PhD,Married,72863,0,0,2021-03-05 00:00:00,21,6860,320,1875,0,160,8,1,8,7,10,6,0,0,0,0,0,0,3,16
7152,Mr. Robert Sharp,1978,Graduation,Married,103886,0,1,2022-02-15 00:00:00,14,880,2540,1785,1580,520,44,2,6,5,7,3,0,0,0,0,0,0,3,16
7161,Mrs. Bernadette Graham,1972,Graduation,Married,24676,1,1,2021-02-01 00:00:00,97,190,140,285,40,140,39,5,5,2,3,8,0,0,0,0,0,0,3,16
7173,Mr. Frank Watson,1950,PhD,Widow,83322,0,1,2022-05-11 00:00:00,1,2340,60,1440,60,60,6,2,6,2,8,3,0,0,0,0,0,0,3,16
7176,Mrs. Mary Wallace,1978,PhD,Married,73086,1,0,2021-04-28 00:00:00,1,4270,0,2340,120,240,138,4,11,5,5,8,1,0,0,0,0,0,3,16
7179,Miss Alexandra Hardacre,1984,HighSchool,Single,28450,0,0,2021-02-25 00:00:00,70,40,120,120,60,140,4,1,3,1,3,8,0,0,0,0,0,0,3,16
7182,Miss Amy Metcalfe,1961,Graduation,Together,114514,0,1,2021-10-31 00:00:00,41,3270,596,4170,180,960,28,1,7,9,11,3,0,0,0,0,0,0,3,16
7191,Mr. Connor Watson,1954,PhD,Married,88129,0,1,2021-10-04 00:00:00,89,5500,140,2865,140,140,229,2,10,7,7,4,0,0,0,0,0,0,3,16
7194,Miss Molly Butler,1968,Graduation,Together,119585,1,1,2020-12-03 00:00:00,17,4230,760,8460,436,1020,128,5,12,7,13,5,0,0,0,0,0,0,3,16
7197,Mrs. Anne Taylor,1957,Graduation,Widow,102701,0,1,2021-11-29 00:00:00,33,5860,400,3945,800,1820,10,2,11,8,9,6,0,0,0,0,0,0,3,16
