CustomerID,Name,Birthyear,Education,Marital_Status,Income,Kid_Younger6,Children_6to18,Date_Adherence,Recency,MntMeat&Fish,MntEntries,MntVegan&Vegetarian,MntDrinks,MntDesserts,MntAdditionalRequests,NumOfferPurchases,NumAppPurchases,NumTakeAwayPurchases,NumStorePurchases,NumAppVisitsMonth,Response_Cmp2,Response_Cmp3,Response_Cmp4,Response_Cmp5,Response_Cmp1,Complain,CostContact,Revenue,DepVar
28230,Mr. Phil Carr,2000,Graduation,Together,120502,0,0,2021-07-25 00:00:00,61,6820,2500,11850,700,2860,0,1,7,10,13,2,0,0,0,0,0,0,3,16,0
17751,Mr. Justin Ferguson,1973,Graduation,Single,28429,0,0,2022-05-27 00:00:00,26,60,100,150,180,200,20,2,5,1,3,7,0,0,0,0,0,0,3,16,0
28026,Miss Jan Mathis,1959,PhD,Together,82324,0,1,2020-12-09 00:00:00,63,4670,0,2985,1380,600,30,3,9,3,12,6,0,0,0,0,0,0,3,16,0
22548,Mr. Jake Peake,1979,Graduation,Together,6351,0,1,2020-10-14 00:00:00,87,91,6,78,2,2,4,15,1,0,0,20,0,0,0,0,0,0,3,16,0
26433,Mr. Frank Walker,1981,HighSchool,Together,22885,1,0,2021-04-03 00:00:00,89,10,160,15,100,240,24,2,4,1,3,6,0,0,0,0,0,0,3,16,0
22665,Mrs. Megan Dowd,1979,Graduation,Divorced,59220,0,0,2021-11-01 00:00:00,5,160,0,15,0,0,6,1,3,1,2,7,0,0,0,0,0,0,3,16,0
13689,Mr. Neil Marshall,1991,PhD,Together,83514,0,0,2021-07-02 00:00:00,23,3280,900,5385,600,0,53,1,5,4,5,2,0,0,0,0,0,0,3,16,0
20082,Mr. Carl Mitchell,1985,Graduation,Together,70972,0,1,2021-08-05 00:00:00,29,1880,40,315,40,40,47,2,5,2,6,5,0,0,0,0,0,0,3,16,0
5358,Mrs. Irene Davidson,1968,PhD,Married,72036,1,1,2020-11-07 00:00:00,68,2580,60,540,60,60,39,6,7,5,3,6,0,0,0,0,0,0,3,16,0
29535,Mr. Connor Peters,1986,PhD,Married,138523,0,0,2020-10-05 00:00:00,45,14070,1080,13380,540,2160,54,0,12,9,4,3,0,1,1,1,0,0,3,16,1
12864,Mr. Keith Cameron,1965,PhD,Together,100187,0,1,2021-04-20 00:00:00,58,3130,200,2505,540,420,16,2,6,4,10,3,0,0,0,0,0,0,3,16,0
10281,Mr. Leonard Roberts,1989,Graduation,Together,226959,1,0,2021-07-01 00:00:00,77,11,14,23695,4,2,2,0,0,0,0,1,0,0,0,0,0,0,3,16,0
24948,Mr. Colin Manning,1984,Graduation,Together,72649,1,0,2021-01-25 00:00:00,38,2340,340,2340,160,340,139,2,10,5,3,8,1,0,0,0,0,0,3,16,1
5058,Mr. Isaac Quinn,1988,Graduation,Together,86975,0,0,2021-08-30 00:00:00,26,2690,640,1695,2260,200,5,1,7,5,8,4,0,0,0,0,0,0,3,16,0
26949,Mr. Adrian Hardacre,1977,Graduation,Married,121500,1,1,2022-01-19 00:00:00,60,5640,520,3615,880,340,0,3,10,4,12,2,0,0,1,0,0,0,3,16,0
10608,Mrs. Kylie Walker,1976,PhD,Married,33080,1,1,2020-11-04 00:00:00,38,270,0,150,0,0,4,4,4,1,4,5,0,0,0,0,0,0,3,16,0
25152,Mrs. Una Randall,1977,PhD,Divorced,55027,1,0,2021-05-13 00:00:00,95,270,0,180,0,0,7,1,3,1,3,8,0,0,0,0,0,0,3,16,0
4383,Mr. Austin Robertson,1989,HighSchool,Together,78986,0,1,2021-02-25 00:00:00,25,1650,540,810,480,600,63,1,8,2,5,7,0,0,0,0,0,0,3,16,0
27819,Mr. Gordon Baker,2000,Graduation,Single,129259,0,0,2021-02-16 00:00:00,15,1960,840,7140,840,532,168,1,6,6,12,1,0,0,0,0,0,0,3,16,1
20391,Mr. Dylan Vaughan,1986,Graduation,Together,76784,1,1,2021-02-05 00:00:00,0,5320,500,1260,120,120,90,9,4,2,6,9,0,0,0,0,0,0,3,16,1
25146,Mr. Isaac Harris,1998,Graduation,Married,47477,1,0,2020-08-03 00:00:00,55,530,1680,1815,520,1000,33,7,8,3,5,9,0,0,0,0,0,0,3,16,0
11946,Mrs. Emma Powell,1961,Graduation,Divorced,118308,0,0,2021-03-15 00:00:00,83,13010,2880,9750,2880,3360,168,1,7,10,13,2,0,1,1,1,1,0,3,16,1
5748,Mrs. Lily Short,1976,Graduation,Widow,59799,0,1,2022-06-23 00:00:00,33,640,0,60,0,0,5,2,5,2,3,4,0,0,0,0,0,0,3,16,0
12327,Mr. Justin Mills,1963,Master,Married,72842,0,1,2021-12-17 00:00:00,40,4270,100,1530,0,0,108,3,11,3,6,7,0,0,0,0,0,0,3,16,0
13011,Miss Emma Springer,1985,HighSchool,Single,67312,0,1,2022-02-28 00:00:00,15,270,40,105,0,40,13,1,3,1,3,5,0,0,0,0,0,0,3,16,0
25836,Mr. Cameron Avery,1974,PhD,Divorced,114038,0,0,2021-03-28 00:00:00,60,3610,840,3180,980,840,21,1,3,9,11,0,0,0,0,0,0,1,3,16,0
30273,Mr. Neil Chapman,1990,HighSchool,Together,23635,1,0,2021-11-04 00:00:00,26,10,80,75,60,100,8,2,4,1,3,7,0,0,0,0,0,0,3,16,0
21321,Mr. Jack Parsons,1980,Graduation,Married,3910,1,1,2020-12-18 00:00:00,29,12,0,5,0,0,1,15,0,0,0,20,0,0,0,0,0,0,3,16,0
17394,Mr. Oliver May,1960,PhD,Married,43225,1,1,2022-03-18 00:00:00,87,190,0,75,0,0,0,2,4,1,2,8,0,0,0,0,0,0,3,16,0
13773,Mr. Phil Mackay,1976,Master,Divorced,99951,0,0,2021-09-01 00:00:00,86,3890,1320,6120,560,1140,85,1,6,5,6,2,0,0,0,0,0,0,3,16,0
15639,Mr. Nathan Thomson,1973,Graduation,Married,68782,0,1,2021-09-19 00:00:00,27,1700,0,195,20,20,14,2,6,2,4,5,0,0,0,0,0,0,3,16,0
23958,Mr. Dan Fraser,1977,Master,Divorced,8324,0,1,2021-08-14 00:00:00,86,526,10,80,0,10,8,0,1,0,1,20,0,0,0,0,0,0,3,16,0
25512,Miss Karen Slater,1970,PhD,Single,91057,0,0,2022-02-02 00:00:00,51,3090,1080,5205,600,460,23,1,4,9,11,1,0,0,0,0,0,0,3,16,0
15045,Mr. Leonard Howard,1987,Graduation,Married,108059,0,0,2021-08-30 00:00:00,65,6630,1680,8040,1680,840,14,1,4,4,6,1,0,0,0,1,0,0,3,16,0
28533,Mr. Brian Vance,1987,Graduation,Widow,24773,1,0,2021-11-12 00:00:00,70,170,160,45,120,160,15,3,3,2,4,4,0,0,0,0,0,0,3,16,0
6072,Mr. Connor Kerr,1965,Graduation,Married,102529,0,1,2021-05-29 00:00:00,98,8010,1500,2760,420,0,35,2,10,12,7,5,0,1,0,0,0,0,3,16,0
29691,Mr. Leonard Tucker,1988,Graduation,Married,30093,1,0,2022-05-18 00:00:00,58,40,20,90,60,20,9,1,3,2,2,5,0,0,0,0,0,0,3,16,0
28308,Mrs. Katherine Parr,1979,Graduation,Married,81727,0,2,2022-05-14 00:00:00,77,1570,440,2355,220,680,42,4,5,4,8,3,0,0,0,0,0,0,3,16,0
12318,Mr. Gordon Davidson,1965,PhD,Married,107222,0,1,2022-06-26 00:00:00,63,2240,340,1065,260,260,10,2,5,3,8,1,0,0,0,0,0,0,3,16,0
26973,Mrs. Tracey Jackson,1989,Graduation,Divorced,81391,0,1,2021-05-15 00:00:00,32,1630,0,1335,920,1780,54,2,5,4,8,3,0,0,0,0,0,0,3,16,0
4992,Mrs. Emily Newman,1982,Master,married,51175,1,0,2020-11-23 00:00:00,91,1370,100,1275,240,360,46,5,7,3,4,8,0,0,0,0,0,0,3,16,0
19425,Mr. Alexander Springer,1985,Graduation,Married,61635,1,0,2020-12-23 00:00:00,5,1370,680,1890,340,600,41,2,10,2,4,8,0,0,0,0,0,0,3,16,0
29373,Mr. Max Rees,1977,Graduation,Widow,94595,0,2,2020-09-11 00:00:00,17,11700,960,4800,640,640,192,5,13,5,9,8,1,0,0,0,0,0,3,16,1
25176,Miss Rachel Hart,1967,Graduation,Together,79071,0,1,2021-07-10 00:00:00,27,1510,0,1920,520,600,50,2,8,3,5,7,0,0,0,0,0,0,3,16,0
5532,Mr. Leonard Davies,1963,PhD,Divorced,100315,0,1,2021-11-18 00:00:00,6,7600,1600,6990,260,260,80,1,8,10,5,3,0,0,0,0,0,0,3,16,1
20463,Mr. Dan Terry,1982,Master,Married,114809,0,0,2022-03-01 00:00:00,63,8790,1420,11565,340,1060,17,1,6,9,5,1,0,1,1,0,0,0,3,16,0
19830,Mr. Evan Gray,1955,PhD,Married,50019,0,1,2021-12-14 00:00:00,4,440,20,195,20,0,6,2,5,1,3,7,0,0,0,0,0,0,3,16,0
30549,Mr. Joseph Parsons,1965,Master,Single,97037,0,0,2021-10-25 00:00:00,97,3230,3940,3495,1420,1600,53,1,9,4,13,5,0,0,0,0,0,0,3,16,0
30630,Mr. Peter Wright,1967,Graduation,married,128846,0,0,2021-12-27 00:00:00,8,1650,1320,7350,0,440,44,0,8,9,10,2,0,1,1,1,1,0,3,16,1
6831,Mrs. Virginia Pullman,1985,Graduation,Married,108167,0,1,2021-11-12 00:00:00,51,2450,560,1650,180,1720,72,1,7,4,8,3,0,0,0,0,0,0,3,16,0
29625,Mr. Edward Mackay,1966,PhD,Married,125688,0,0,2021-05-04 00:00:00,88,7140,1520,5925,1780,0,12,1,6,7,9,1,0,0,0,0,0,0,3,16,0
10104,Mr. Adrian Mackenzie,1980,Graduation,married,26056,0,1,2020-09-03 00:00:00,17,140,120,105,240,60,22,3,3,3,3,5,0,0,0,0,0,0,3,16,0
32940,Mrs. Yvonne Walsh,1954,PhD,Married,107486,0,0,2020-10-08 00:00:00,49,7370,500,6855,760,240,12,2,6,8,8,3,0,0,0,0,0,0,3,16,0
12819,Mr. Liam Vaughan,1995,Graduation,Married,31791,1,0,2022-06-11 00:00:00,55,40,0,240,260,80,4,3,6,1,3,7,0,0,0,0,0,0,3,16,0
32283,Mrs. Victoria Clarkson,1985,Master,Divorced,78969,0,1,2021-06-28 00:00:00,64,3780,0,1320,280,80,73,4,10,6,3,7,0,0,0,0,0,0,3,16,0
28245,Mr. Robert Kelly,1983,PhD,Together,85426,0,1,2020-09-05 00:00:00,22,3670,1540,2790,120,120,19,3,9,3,10,6,0,0,0,0,0,0,3,16,0
7728,Mrs. Jane Murray,1981,Graduation,Divorced,45455,1,0,2021-04-23 00:00:00,83,170,0,210,100,60,2,1,3,1,3,7,0,0,0,0,0,0,3,16,0
23955,Mr. Tim Bower,1969,PhD,Married,70832,0,1,2020-09-06 00:00:00,32,6190,0,480,120,0,59,3,13,4,5,9,0,1,0,0,0,0,3,16,0
26031,Mr. Blake Taylor,1974,PhD,Together,104976,0,0,2020-11-08 00:00:00,12,9620,980,8700,660,320,66,1,9,6,13,5,0,0,0,1,0,0,3,16,1
8619,Mr. Keith Davidson,1989,HighSchool,Married,55430,2,1,2021-11-20 00:00:00,20,550,160,705,40,80,70,2,5,2,3,6,1,0,0,0,0,0,3,16,1
15885,Mr. John Lewis,1962,Graduation,Married,48264,0,1,2022-03-21 00:00:00,9,280,60,90,40,0,9,2,4,1,3,5,0,0,0,0,0,0,3,16,0
31731,Mr. Thomas Jones,1982,Graduation,Married,118161,0,0,2021-04-18 00:00:00,93,4490,2300,9045,1780,760,51,1,6,11,5,1,0,0,0,0,0,0,3,16,0
20586,Mrs. Leah Turner,1993,HighSchool,Married,66477,2,0,2020-09-02 00:00:00,91,1500,1320,4140,960,1200,174,3,11,3,7,8,0,0,0,0,0,0,3,16,0
19557,Mr. Steven Stewart,1964,PhD,Married,91670,0,1,2022-05-21 00:00:00,39,4000,80,1110,180,80,9,3,7,3,9,4,1,0,0,0,0,0,3,16,0
3918,Mr. Keith Slater,1981,Graduation,single,41241,1,0,2022-02-25 00:00:00,42,120,80,195,160,0,14,2,4,2,2,7,0,0,0,0,0,0,3,16,0
24804,Mr. Julian Vaughan,1970,PhD,Together,64132,0,1,2020-09-13 00:00:00,62,1170,200,615,20,180,88,3,6,3,3,7,1,0,0,0,0,0,3,16,0
23253,Mr. Harry Churchill,1998,Master,Together,116482,0,0,2022-06-22 00:00:00,96,7510,2540,10305,300,300,31,1,6,7,4,2,0,0,0,0,0,0,3,16,0
26598,Mr. Simon Walker,1982,PhD,Married,46195,0,1,2020-12-07 00:00:00,22,1080,20,420,200,20,4,2,5,2,4,8,0,0,0,0,0,0,3,16,0
21207,Mr. Dan Clarkson,1954,Graduation,Married,112391,0,0,2022-01-15 00:00:00,93,2550,620,6690,606,1116,175,1,5,11,11,1,0,0,0,0,0,0,3,16,0
23181,Mr. Christopher Peake,1995,HighSchool,Divorced,89555,0,0,2022-01-26 00:00:00,62,2190,1920,1920,1600,320,160,1,7,4,9,3,0,0,0,0,0,0,3,16,0
22896,Mr. Gordon Lyman,1965,Graduation,Together,69680,1,1,2020-08-07 00:00:00,94,270,0,1470,2560,1680,155,7,5,5,6,5,0,0,0,0,0,0,3,16,0
31410,Mr. Gavin Hamilton,1991,Graduation,Married,95581,0,0,2022-01-15 00:00:00,23,10740,0,1035,0,0,46,1,12,5,13,6,1,0,1,1,1,0,3,16,1
8487,Miss Kimberly Rutherford,1984,Graduation,Single,103883,0,1,2021-02-24 00:00:00,18,4580,1520,3855,760,2660,229,2,8,8,11,3,0,0,0,0,0,0,3,16,0
14475,Mr. Piers Davidson,1983,Graduation,Married,91260,0,1,2020-12-30 00:00:00,37,9840,500,3255,240,760,40,4,5,6,11,7,0,0,0,0,0,0,3,16,0
6213,Miss Claire Bond,1984,Graduation,Together,33840,1,0,2021-01-17 00:00:00,47,340,20,135,0,0,3,2,4,1,3,9,0,0,0,0,0,0,3,16,0
12624,Mr. Richard Carr,1974,PhD,Single,100186,0,1,2021-11-26 00:00:00,41,2290,780,1590,140,220,3,1,5,3,9,2,0,0,0,0,0,0,3,16,0
12393,Mrs. Fiona Vaughan,1956,Master,Divorced,91517,0,1,2021-03-21 00:00:00,76,5970,0,780,0,0,137,1,11,5,6,6,0,0,1,0,0,1,3,16,0
8715,Mr. Brian Randall,1970,HighSchool,Married,50980,1,1,2020-12-16 00:00:00,16,120,0,45,20,0,2,1,3,1,2,8,0,0,0,0,0,0,3,16,0
27288,Mr. Luke Terry,1997,PhD,Married,108040,0,0,2021-07-02 00:00:00,63,4610,840,6915,1060,1060,0,1,6,5,8,3,0,0,0,0,0,0,3,16,0
29082,Mr. Neil Brown,1971,Graduation,Single,16207,0,1,2021-05-18 00:00:00,97,40,0,75,20,40,6,1,2,1,3,5,0,0,0,0,0,0,3,16,0
7782,Mr. Sean Mathis,1992,Master,Single,91320,0,0,2021-07-24 00:00:00,66,5050,1720,4515,2780,860,182,1,8,5,6,3,0,0,0,0,0,0,3,16,0
27672,Mr. Dominic Hudson,1984,PhD,Married,113424,0,0,2020-12-04 00:00:00,70,14270,1320,9690,1780,0,44,1,6,12,9,2,0,0,1,0,0,0,3,16,0
12450,Mr. Luke Powell,1985,Master,Divorced,25803,1,0,2022-01-20 00:00:00,58,60,40,195,60,80,20,2,4,2,2,7,0,0,0,0,0,0,3,16,0
17808,Mr. Brandon Randall,1966,Graduation,Together,77124,0,1,2021-12-02 00:00:00,24,1120,100,165,80,260,16,1,5,2,4,5,0,0,0,0,0,0,3,16,0
12177,Mr. Kevin Lyman,1984,HighSchool,Married,51497,1,0,2021-05-29 00:00:00,77,380,320,720,420,540,33,2,5,2,4,8,0,0,0,0,0,0,3,16,0
32328,Mr. Max Grant,1991,PhD,Together,48315,0,0,2021-11-06 00:00:00,56,510,0,45,0,0,7,1,4,1,3,6,1,0,0,0,0,0,3,16,0
6456,Mr. Jacob Thomson,1957,PhD,Single,75809,2,1,2021-08-12 00:00:00,17,600,100,1605,60,100,12,4,7,2,3,8,0,0,0,0,0,0,3,16,1
26085,Mr. Jonathan Roberts,1979,Graduation,Divorced,31337,1,0,2021-05-15 00:00:00,36,310,20,105,0,20,23,2,4,2,2,9,1,0,0,0,0,0,3,16,1
31878,Mrs. Audrey Hudson,1995,Graduation,Married,27369,1,0,2020-11-13 00:00:00,87,30,60,120,120,60,9,1,3,1,3,9,0,0,0,0,0,0,3,16,0
20670,Mr. Eric Murray,1981,Master,married,69769,1,1,2021-05-30 00:00:00,3,670,20,300,0,40,31,3,4,3,2,7,0,0,0,0,0,0,3,16,1
3393,Mr. Leonard Arnold,1985,Master,Single,63897,1,2,2022-06-05 00:00:00,70,240,40,150,60,0,9,2,4,1,3,6,0,0,0,0,0,0,3,16,0
5490,Miss Leah Scott,1984,HighSchool,Single,36736,1,0,2021-11-16 00:00:00,63,290,40,360,80,80,14,2,4,1,3,7,1,0,0,0,0,0,3,16,0
18117,Mr. Peter Payne,1973,Graduation,Married,56766,0,1,2021-08-22 00:00:00,58,1880,400,1275,0,0,67,5,7,3,5,7,1,0,0,0,1,0,3,16,1
31395,Mr. Simon Hemmings,1960,Master,Together,107929,1,1,2020-11-13 00:00:00,26,2010,1460,2055,380,1080,196,7,8,7,4,5,1,0,0,0,0,0,3,16,1
22695,Mr. Adrian Mackay,2001,Graduation,Together,103828,0,0,2021-02-07 00:00:00,82,3440,900,9810,1600,220,114,2,5,5,10,3,0,0,0,0,0,0,3,16,0
27186,Miss Vanessa Jones,1995,Basic,Together,40807,1,0,2022-06-29 00:00:00,68,60,120,330,240,100,12,1,4,1,3,8,0,0,0,0,0,0,3,16,0
5970,Mrs. Rebecca Rampling,1960,Graduation,Married,55643,1,1,2020-09-16 00:00:00,4,600,200,600,100,20,33,3,5,2,3,8,0,0,0,0,0,0,3,16,1
11640,Miss Emma Wilson,1993,Graduation,Together,38789,1,0,2020-12-31 00:00:00,26,130,40,225,0,40,4,1,3,1,3,8,0,0,0,0,0,0,3,16,0
23238,Mr. Charles Marshall,1970,Graduation,Together,78434,0,1,2020-09-16 00:00:00,36,1210,1340,1305,1640,2520,19,2,6,5,8,4,0,0,0,0,0,0,3,16,0
5217,Mrs. Joanne Nash,1983,Graduation,Married,80373,0,1,2021-01-29 00:00:00,43,2640,0,1095,60,60,13,3,9,3,4,8,0,1,0,0,0,0,3,16,0
30645,Miss Rebecca Davidson,1990,Graduation,Single,38099,1,0,2020-12-18 00:00:00,69,1330,100,600,20,60,9,4,6,2,4,9,0,0,0,0,0,0,3,16,0
21798,Mrs. Sally Randall,1978,,Divorced,36955,0,1,2020-11-24 00:00:00,71,730,180,315,80,160,13,4,4,2,4,7,0,0,0,0,0,0,3,16,0
32421,Mr. Neil Nolan,1979,PhD,Together,71752,1,1,2020-10-24 00:00:00,22,1990,280,1065,40,160,38,8,7,2,6,7,0,0,0,0,0,0,3,16,1
11766,Mr. Andrew Grant,1971,Master,Married,54346,1,1,2021-09-16 00:00:00,89,120,20,90,0,20,5,2,3,1,3,7,0,0,0,0,0,0,3,16,0
30663,Mr. Boris Simpson,1968,PhD,Married,127520,0,0,2021-09-19 00:00:00,24,11170,620,5985,620,300,15,1,6,12,9,1,0,1,1,1,0,0,3,16,1
30291,Mr. Owen Peake,1982,Master,Married,72301,0,1,2021-11-29 00:00:00,46,1280,40,1170,80,80,8,3,6,3,4,7,0,0,0,0,0,0,3,16,0
5736,Mr. Adam Robertson,1985,Graduation,Together,75008,0,1,2020-11-10 00:00:00,80,4340,560,2205,700,1120,56,5,7,4,12,5,0,0,0,0,0,0,3,16,0
28854,Mr. Christopher Dyer,1980,Graduation,Married,65587,0,1,2022-02-25 00:00:00,87,670,0,225,80,20,10,3,5,2,3,5,0,0,0,0,0,0,3,16,0
22701,Mrs. Caroline James,1970,Graduation,Married,89833,0,1,2020-12-17 00:00:00,49,3820,2760,975,920,520,59,6,7,3,12,5,0,0,0,0,0,0,3,16,0
23334,Mr. Jason Martin,1988,HighSchool,Married,53909,1,1,2020-12-05 00:00:00,74,160,100,180,680,80,13,3,3,2,4,4,0,0,0,0,0,0,3,16,0
25857,Mr. Jonathan Bell,1980,Graduation,Married,60902,1,0,2022-01-17 00:00:00,87,1090,100,945,0,20,27,2,6,2,4,7,0,0,0,0,0,0,3,16,0
18462,Miss Mary Sanderson,1977,Graduation,Together,107290,0,1,2021-11-11 00:00:00,99,8300,240,4785,240,2040,63,2,7,5,10,2,0,0,0,0,0,0,3,16,0
26829,Mr. Adrian Hodges,1975,Master,Married,57879,2,1,2020-12-23 00:00:00,52,560,0,105,0,0,10,2,3,1,4,6,0,0,0,0,0,0,3,16,0
18516,Mr. Warren Oliver,1989,Graduation,Together,60386,0,0,2022-01-28 00:00:00,85,1330,880,1020,100,880,62,1,5,3,7,4,0,0,0,0,0,0,3,16,0
21945,Miss Jasmine Gray,2005,Basic,Single,32176,0,0,2022-03-26 00:00:00,71,0,80,120,0,220,17,1,3,1,3,6,0,0,0,0,0,0,3,16,0
18537,Mrs. Stephanie Quinn,1986,Graduation,Divorced,91801,0,1,2021-04-05 00:00:00,75,7110,1520,3420,3300,1760,38,3,11,5,6,5,0,0,0,0,0,0,3,16,0
8109,Mr. Keith Ferguson,1986,Graduation,Together,51727,1,0,2021-05-07 00:00:00,22,170,0,300,120,40,7,1,4,1,3,6,0,0,0,0,0,0,3,16,0
31971,Mr. Jake Nolan,1989,Graduation,Together,120995,0,0,2020-11-01 00:00:00,32,7770,2580,8595,3320,406,203,1,4,8,9,4,0,0,1,0,0,0,3,16,1
21186,Mr. Liam Morrison,1988,Graduation,Married,98897,0,0,2020-09-06 00:00:00,6,5950,1940,4365,1940,2660,121,1,13,6,12,6,0,0,0,0,0,0,3,16,0
4359,Mrs. Abigail Payne,1962,Graduation,Married,113186,0,0,2021-04-19 00:00:00,7,1714,1860,6690,1400,460,140,1,8,7,4,2,0,1,1,0,0,0,3,16,1
30426,Mr. Christopher Sutherland,1977,HighSchool,Together,82651,1,1,2022-05-11 00:00:00,45,660,180,480,120,120,14,2,5,1,4,5,0,0,0,0,0,0,3,16,0
31041,Mr. Benjamin Hunter,1992,Graduation,Married,67056,1,0,2021-02-23 00:00:00,38,3090,160,1305,600,0,74,3,10,2,6,8,0,0,0,0,0,0,3,16,0
32844,Mr. Matt Langdon,1961,HighSchool,Single,98799,0,0,2022-06-13 00:00:00,96,1080,1440,3165,2420,1800,12,1,4,5,12,1,0,0,0,0,0,0,3,16,0
21336,Miss Angela Johnston,1989,Graduation,Single,44867,1,0,2020-11-12 00:00:00,8,80,120,210,,100,17,1,3,1,3,8,0,0,0,0,0,0,3,16,0
27705,Mr. Dominic Mackenzie,1969,Graduation,Together,84484,0,1,2021-08-30 00:00:00,66,2870,340,1785,160,260,13,2,10,2,6,7,0,0,0,0,0,0,3,16,0
31788,Mr. Sebastian Kelly,1988,Graduation,Married,104893,0,0,2020-10-08 00:00:00,5,4500,2660,13260,1000,3320,34,1,6,4,8,2,0,0,0,0,0,0,3,16,0
16173,Mr. Jacob Welch,1966,Graduation,Married,95532,0,0,2020-11-23 00:00:00,74,3880,532,6000,1440,1680,181,2,6,9,6,3,0,0,0,0,0,0,3,16,0
16527,Mr. Cameron Howard,1978,HighSchool,Married,26674,0,0,2021-09-13 00:00:00,11,10,100,30,20,160,14,1,3,1,3,5,0,0,0,0,0,0,3,16,0
4707,Mr. Jack Clarkson,1973,Graduation,Married,72741,1,1,2021-03-04 00:00:00,26,2440,540,1710,60,60,31,7,8,2,7,7,0,0,0,0,0,0,3,16,0
5349,Mrs. Andrea King,1967,HighSchool,married,58394,1,1,2020-10-01 00:00:00,10,170,60,300,380,60,11,3,4,1,3,7,0,0,0,0,0,0,3,16,0
20595,Mr. Piers Alsop,1949,PhD,Widow,98212,0,0,2021-05-14 00:00:00,43,4240,220,8265,2740,680,34,1,11,4,5,5,0,0,0,0,0,0,3,16,0
4593,Miss Yvonne Lee,1960,Master,Single,130113,0,0,2021-09-11 00:00:00,50,6950,2440,13800,1220,490,20,1,7,5,12,2,0,0,1,0,0,0,3,16,1
15444,Mr. Jason Campbell,1966,Master,Single,116774,0,0,2022-06-06 00:00:00,41,6040,560,6315,3640,3080,154,1,8,6,10,2,0,0,0,0,0,0,3,16,0
27318,Mr. Sebastian Hunter,1995,Master,Single,49707,1,0,2022-06-14 00:00:00,93,410,20,285,0,20,3,2,4,1,3,8,0,0,0,0,0,0,3,16,0
18963,Miss Stephanie MacLeod,1992,Graduation,Together,50124,1,0,2022-05-12 00:00:00,12,50,140,360,280,280,20,4,5,1,4,6,0,0,0,0,0,0,3,16,0
12594,Mr. Sean Walsh,1970,Master,Married,71145,1,1,2020-08-19 00:00:00,39,5750,140,1725,420,0,201,10,12,3,8,9,1,0,0,0,0,0,3,16,1
16545,Mr. Anthony Payne,1977,Graduation,Married,108540,1,0,2022-06-15 00:00:00,3,4420,820,4125,660,820,8,2,11,6,8,4,0,0,0,0,0,0,3,16,0
4098,Miss Tracey Turner,1981,Graduation,Single,95641,0,1,2022-03-10 00:00:00,25,6260,0,1050,0,140,28,2,11,4,8,6,0,1,0,1,0,0,3,16,0
18300,Mr. Nicholas Metcalfe,1971,PhD,Married,91166,0,0,2022-04-28 00:00:00,68,1820,340,3885,1180,1400,29,1,8,3,10,4,0,0,0,0,0,0,3,16,0
22131,Miss Sonia Burgess,1970,PhD,Single,113056,0,1,2021-07-04 00:00:00,24,6030,340,3195,880,160,8,4,7,4,5,3,0,0,0,0,0,0,3,16,0
3630,Mr. Sean Roberts,1963,Master,Single,76950,0,1,2020-09-01 00:00:00,12,4290,80,735,80,80,19,4,11,2,6,8,0,0,0,0,0,0,3,16,0
27051,Mr. David Coleman,1968,Graduation,Married,118612,0,0,2022-05-12 00:00:00,60,4830,1440,8505,1440,240,108,1,6,5,10,1,0,0,0,0,0,0,3,16,0
4011,Mrs. Angela Dickens,1971,HighSchool,divorced,66272,1,2,2022-06-09 00:00:00,56,170,40,240,120,20,33,2,4,2,2,5,0,0,0,0,0,0,3,16,0
30558,Mrs. Virginia Hughes,1963,Master,Divorced,108210,0,0,2021-05-26 00:00:00,32,5080,2940,7815,1860,1060,66,1,8,5,10,3,0,0,0,0,0,0,3,16,0
11199,Mr. Sam Oliver,1960,PhD,Single,108137,1,1,2021-12-26 00:00:00,35,1890,620,1950,220,620,11,2,9,2,6,6,0,0,0,0,0,0,3,16,0
4287,Miss Alison Kerr,1974,Graduation,Together,39915,1,1,2021-01-24 00:00:00,50,300,100,330,120,180,28,4,4,2,4,6,0,0,0,0,0,0,3,16,0
19299,Miss Pippa Stewart,1979,Graduation,Together,84083,0,1,2021-06-08 00:00:00,35,1850,400,855,600,800,98,2,5,3,8,4,0,0,0,0,0,0,3,16,0
10995,Miss Penelope McDonald,1976,Graduation,Single,98882,0,1,2021-01-17 00:00:00,29,8460,1680,5280,1400,1120,42,4,11,5,8,5,0,0,0,0,0,0,3,16,0
18510,Miss Emily Thomson,1972,Graduation,Together,67584,1,1,2020-12-11 00:00:00,28,350,420,945,240,420,4,4,4,2,5,5,0,0,0,0,0,0,3,16,0
31911,Miss Virginia Jones,1981,PhD,Together,83439,1,0,2021-01-12 00:00:00,25,8120,200,2730,200,0,193,3,6,3,9,8,1,0,0,0,0,0,3,16,0
3645,Mr. Blake Reid,1994,Basic,Together,34487,1,0,2021-12-26 00:00:00,11,20,60,60,200,240,16,1,3,2,2,8,1,0,0,0,0,0,3,16,0
9798,Mr. Andrew Ogden,1991,Master,Married,99556,1,0,2020-09-29 00:00:00,56,9450,3300,5715,2980,320,49,2,12,6,10,6,0,0,0,0,0,0,3,16,0
20589,Mr. Edward Brown,1984,Graduation,Single,68832,1,1,2022-04-24 00:00:00,94,410,0,255,40,20,16,2,3,2,3,3,0,0,0,0,0,0,3,16,0
